0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090090,0.000000,0.090090,0.000000
0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000053,0.162162,0.000000,0.162162,0.000000
0.060000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000226,0.227244,0.000000,0.227244,0.000000
0.080000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000564,0.287010,0.000000,0.287010,0.000000
0.100000,0.000000,0.000000,0.000000,0.000000,0.000017,0.001104,0.342706,0.000000,0.342706,0.000000
0.120000,0.000000,0.000000,0.000000,0.000000,0.000039,0.001874,0.395250,0.000000,0.395250,0.000000
0.140000,0.000000,0.000000,0.000000,0.000000,0.000076,0.002899,0.445320,0.000000,0.445320,0.000000
0.160000,0.000000,0.000000,0.000000,0.000000,0.000134,0.004199,0.493403,0.000000,0.493403,0.000000
0.180000,0.000000,0.000000,0.000000,0.000000,0.000218,0.005795,0.539841,0.000000,0.539841,0.000000
0.200000,0.000000,0.000000,0.000000,0.000000,0.000334,0.007706,0.584861,0.000000,0.584861,0.000000
0.220000,0.000000,0.000000,0.000000,0.000000,0.000488,0.009949,0.628600,0.000000,0.628600,0.000000
0.240000,0.000000,0.000000,0.000000,0.000000,0.000687,0.012540,0.671122,0.000000,0.671122,0.000000
0.260000,0.000000,0.000000,0.000000,0.000000,0.000938,0.015493,0.712434,0.002669,0.712434,0.000000
0.280000,0.000000,0.000008,0.000000,0.000008,0.001248,0.018821,0.752499,0.012799,0.752499,0.003456
0.300000,0.000000,0.000186,0.000000,0.000186,0.001625,0.022534,0.791247,0.028718,0.791247,0.014037
0.320000,0.000004,0.000926,0.000004,0.000914,0.002075,0.026636,0.828580,0.049055,0.828580,0.030104
0.340000,0.000022,0.002708,0.000022,0.002641,0.002608,0.031126,0.862864,0.072681,0.862864,0.050313
0.360000,0.000077,0.006006,0.000075,0.005775,0.003230,0.035983,0.890291,0.098655,0.890291,0.073561
0.380000,0.000197,0.011237,0.000190,0.010644,0.003950,0.041130,0.912233,0.126191,0.912233,0.098929
0.400000,0.000421,0.018738,0.000403,0.017479,0.004773,0.046502,0.929786,0.154641,0.929786,0.125670
0.420000,0.000796,0.028759,0.000753,0.026414,0.005703,0.052041,0.943829,0.183519,0.943829,0.153220
0.440000,0.001371,0.041466,0.001281,0.037502,0.006744,0.057694,0.955063,0.212459,0.955063,0.181153
0.460000,0.002201,0.056948,0.002031,0.050726,0.007897,0.063420,0.964051,0.241183,0.964051,0.209149
0.480000,0.003340,0.075225,0.003046,0.066015,0.009166,0.069180,0.971240,0.269480,0.971240,0.236961
0.500000,0.004844,0.096257,0.004366,0.083253,0.010549,0.074943,0.976992,0.297187,0.976992,0.264399
0.520000,0.006769,0.119948,0.006031,0.102291,0.012048,0.080683,0.981594,0.324174,0.981594,0.291312
0.540000,0.009168,0.146155,0.008077,0.122949,0.013662,0.086378,0.985275,0.350335,0.985275,0.317577
0.560000,0.012091,0.174693,0.010536,0.145026,0.015390,0.092010,0.988220,0.375581,0.988220,0.343093
0.580000,0.015585,0.205340,0.013436,0.168303,0.017230,0.097565,0.990576,0.399838,0.990576,0.367773
0.600000,0.019692,0.237845,0.016803,0.192547,0.019181,0.103032,0.992461,0.423038,0.992461,0.391540
